county_id,place_geoid,pass,failed_checks
lubbock-tx,4835732,true,
cameron-tx,4835754,true,
taylor-tx,4835816,true,
pecos-tx,4835828,true,
hidalgo-tx,4835915,true,
cameron-tx,4835918,true,
polk-tx,4835954,true,
starr-tx,4835966,true,
austin-tx,4835984,true,
victoria-tx,4835996,true,
nueces-tx,4836008,true,
san-patricio-tx,4836008,true,
san-patricio-tx,4836020,true,
kerr-tx,4836032,true,
grimes-tx,4836068,true,
brazoria-tx,4836092,true,
wichita-tx,4836104,true,
pecos-tx,4836128,true,
bosque-tx,4836140,true,
dallas-tx,4837000,true,
ellis-tx,4837072,true,
hill-tx,4837084,true,
tyler-tx,4837112,true,
harris-tx,4837156,true,
jack-tx,4837168,true,
cherokee-tx,4837216,true,
galveston-tx,4837252,true,
starr-tx,4837390,true,
williamson-tx,4837396,true,
jasper-tx,4837420,true,
kent-tx,4837468,true,
marion-tx,4837528,true,
harris-tx,4837612,true,
leon-tx,4837648,true,
starr-tx,4837665,true,
shelby-tx,4837684,true,
blanco-tx,4837780,true,
clay-tx,4837924,true,
brazoria-tx,4837984,true,
travis-tx,4838020,true,
collin-tx,4838068,true,
hunt-tx,4838068,true,
johnson-tx,4838080,true,
atascosa-tx,4838116,true,
cameron-tx,4838168,true,
kimble-tx,4838248,true,
denton-tx,4838332,true,
karnes-tx,4838452,true,
fort-bend-tx,4838476,true,
harris-tx,4838476,true,
waller-tx,4838476,true,
kaufman-tx,4838488,true,
jim-wells-tx,4838518,true,
johnson-tx,4838548,true,
tarrant-tx,4838632,true,
galveston-tx,4838776,true,
kaufman-tx,4838788,true,
lampasas-tx,4838800,true,
fort-bend-tx,4838848,true,
karnes-tx,4838860,true,
liberty-tx,4838872,true,
houston-tx,4838884,true,
tarrant-tx,4838896,true,
navarro-tx,4838992,true,
winkler-tx,4839004,true,
kerr-tx,4839040,true,
gregg-tx,4839124,true,
rusk-tx,4839124,true,
bell-tx,4839148,true,
guadalupe-tx,4839292,true,
llano-tx,4839304,true,
kleberg-tx,4839352,true,
bexar-tx,4839448,true,
jasper-tx,4839460,true,
freestone-tx,4839520,true,
uvalde-tx,4839664,true,
grayson-tx,4839680,true,
knox-tx,4839700,true,
bosque-tx,4839784,true,
limestone-tx,4839844,true,
hardin-tx,4839868,true,
swisher-tx,4839904,true,
denton-tx,4839916,true,
denton-tx,4839928,true,
brazos-tx,4839940,true,
hays-tx,4839952,true,
hidalgo-tx,4839988,true,
starr-tx,4839994,true,
starr-tx,4840000,true,
starr-tx,4840018,true,
bexar-tx,4840036,true,
webb-tx,4840100,true,
hidalgo-tx,4840104,true,
medina-tx,4840108,true,
mclennan-tx,4840168,true,
fannin-tx,4840180,true,
starr-tx,4840186,true,
starr-tx,4840188,true,
cameron-tx,4840204,true,
cameron-tx,4840210,true,
cameron-tx,4840258,true,
starr-tx,4840262,true,
travis-tx,4840264,true,
fayette-tx,4840276,true,
starr-tx,4840288,true,
cameron-tx,4840300,true,
bosque-tx,4840312,true,
hidalgo-tx,4840320,true,
cameron-tx,4840336,true,
hidalgo-tx,4840342,true,
hidalgo-tx,4840384,true,
wise-tx,4840450,true,
brown-tx,4840456,true,
brazos-tx,4840462,true,
gregg-tx,4840468,true,
rusk-tx,4840468,true,
san-patricio-tx,4840472,true,
mitchell-tx,4840475,true,
denton-tx,4840516,true,
guadalupe-tx,4840522,true,
bandera-tx,4840576,true,
brazoria-tx,4840588,true,
cooke-tx,4840624,true,
bandera-tx,4840674,true,
medina-tx,4840674,true,
hutchinson-tx,4840676,true,
gregg-tx,4840696,true,
san-patricio-tx,4840714,true,
san-patricio-tx,4840738,true,
tarrant-tx,4840744,true,
archer-tx,4840756,true,
randall-tx,4840804,true,
hall-tx,4840888,true,
val-verde-tx,4840966,true,
travis-tx,4840984,true,
denton-tx,4841050,true,
tarrant-tx,4841056,true,
starr-tx,4841086,true,
aransas-tx,4841092,true,
galveston-tx,4841116,true,
dawson-tx,4841164,true,
starr-tx,4841170,true,
comanche-tx,4841176,true,
webb-tx,4841180,true,
lampasas-tx,4841188,true,
dallas-tx,4841212,true,
denton-tx,4841404,true,
cameron-tx,4841416,true,
san-patricio-tx,4841420,true,
nueces-tx,4841422,true,
starr-tx,4841424,true,
harris-tx,4841440,true,
webb-tx,4841449,true,
zavala-tx,4841452,true,
starr-tx,4841458,true,
webb-tx,4841464,true,
webb-tx,4841473,true,
webb-tx,4841475,true,
starr-tx,4841503,true,
cameron-tx,4841542,true,
willacy-tx,4841548,true,
